participant_id,alpha,beta,lambd,w_em
7Y3K3,0.37920544794965466,2.26285828632282,0.7225613306209955,0.8315412281188631
ZK3UD,0.3633833225345762,0.8697434032087455,0.7039514144532447,0.7633470248378144
DXDRP,0.4957571479582404,2.914582126180791,0.7439742308155057,0.7848451131371016
41LUV,0.30602764066105376,0.9486268486523125,0.6968737825834301,0.6228039024885935
WYSEU,0.41150807806082296,1.4121242400101817,0.6881361148747602,0.7148008134924166
XKY36,0.48186371385990134,1.4788729944770496,0.7019313613961488,0.617380738098683
LI66P,0.3694768177670265,5.571400489076645,0.7927707225533125,0.6743790977847294
I4039,0.2606749993554052,11.994028681549697,0.8440907784425467,0.7815164126000208
9RU8K,0.23196909316402461,0.6624263483737284,0.736753980239689,0.6951948539079916
MBN2S,0.16911756833111297,4.083589711859198,0.7481384446045621,0.7980386059863969
JC446,0.33064884174910114,4.633534325546713,0.7217774788753354,0.3210533173905115
S4KVU,0.5569952433647534,2.7653756975976225,0.6785364423527764,0.6341899654869387
1AR3D,0.5251837235873235,4.433258599452413,0.7676044446377039,0.7793617111506602
9DB53,0.3035059094510703,14.17742542160507,0.8819434387438254,0.8409381207850718
PW2SP,0.34987902352630573,0.7874263944891958,0.7309457451482876,0.6297399357990168
Q1ZIB,0.24960247430309535,0.8662613854861765,0.7395115720025833,0.6549934319433293
GWZBQ,0.31601286447349086,0.9507950973482939,0.7177393128045715,0.6971014129278029
SMZVB,0.5660217749575317,3.604495946249043,0.7155719953378107,0.4734297148995135
IZYHD,0.4194123986908805,2.0481809919942195,0.7761589740334819,0.7771617418097527
EVMBS,0.43397243855152545,3.1616989469827512,0.7071476220427516,0.7527434940085928
VFQR1,0.1436834123625438,5.940245014243187,0.826813472991117,0.8252257239712412
L2D1C,0.46271587894051025,6.976943885556291,0.8337403204670639,0.7824155708679906
PBOB1,0.17979387029481494,2.448381823528532,0.6905662111596211,0.5527111711247308
PPAIO,0.26667451602605663,1.3987278562420253,0.7140510452577256,0.3974972546834091
FTJZ7,0.4293834597502072,1.2546999446486682,0.7139308507686384,0.7390241082199145
DJ5BU,0.3141349804459789,5.395274046947689,0.7344428477210384,0.8499158136404025
0RHYB,0.45640001883978465,7.870085553932572,0.6881248289951001,0.7537600506169213
Q3A3A,0.39163388546294886,6.112906800263747,0.7569550193172945,0.8137950377619331
2POVK,0.2558241456047149,3.8650331003406344,0.7724782060299402,0.5933115114510907
S7SAG,0.10245265613530227,10.45268606469546,0.7729791939832835,0.7498922951476473
UDMEL,0.4579845353354488,6.546882529776762,0.7141460829143289,0.8247044086115716
7EXI7,0.20554081188338227,0.7741146223367328,0.7260959612304713,0.6028965646416854
P1ZPF,0.1859587032296277,5.205863721090343,0.7998330879746713,0.8252326413264517
OVZWZ,0.3657202479184914,1.4299242811107582,0.7280701156677949,0.7513347623097979
IY7FM,0.44350975142859245,1.3494091239859698,0.7161917783716762,0.752838441300608
502K9,0.36893047362298165,2.2885365330131804,0.6957597284953503,0.8202483960054567
5RUQS,0.3889235801032877,1.4251560614488743,0.6824234611206921,0.603581444512285
2HF4P,0.3704246696809299,2.4687930168665053,0.712126386836596,0.7305102857907547
O68IY,0.38428693868612424,2.9959839596137416,0.7529103747035953,0.6116466747372578
DMFJH,0.3839127559948047,5.378295311253173,0.8256226020821155,0.7498364931014785
ABDOQ,0.2945086213046465,0.5701579723905006,0.7230618007786469,0.737432089564649
VXZNP,0.566236895779406,3.4408785212200157,0.6879902809928593,0.6834417053446803
W78XF,0.392310412329753,2.7463788408312215,0.7504646957548673,0.6734342824699061
HC5I4,0.19412472919386087,3.6202555027631367,0.62955417741721,0.6442888957888632
XPT9E,0.3947010319025616,0.7957755382659765,0.7076489560062471,0.7479800306507548
LDCYF,0.25119267482037494,0.6303126415591352,0.7417813386917187,0.6787878922782955
H0F56,0.34359402378143067,0.9028848448517296,0.7030301383387103,0.667624036183838
8VOI9,0.4528467922613557,3.9441955891838427,0.7507164478200534,0.8387070124164635
4V621,0.35606263661322707,0.9581965113302735,0.7301423721204106,0.6469439655411025
T5YX0,0.15136926677628385,2.523273574239051,0.701884856985059,0.2511324873440802
T5NW2,0.3419389661392078,1.1057308201651237,0.6867841644729786,0.6415037273601939
VA7XX,0.3694481313717526,1.0498208403775626,0.7279436620963836,0.648712476766705
RQNEN,0.23728736633538208,4.546713326838019,0.7560900181259749,0.6985180542104755
SBTZA,0.30746890540060917,1.022437440815909,0.7600343683087976,0.7078887499421836
UPQJ3,0.2681813548673058,2.4873016859230384,0.7410060771189748,0.8271511031697696
KTN0P,0.443348114007988,2.5320731300221246,0.7929292007169594,0.5032994100054955
O0NDG,0.4069726310757384,2.975647827825708,0.735932927457397,0.8161733725554552
84I7P,0.4367107549111505,2.025906162520748,0.705387511043893,0.6823332529873519
6F23B,0.3394845701566309,4.509610624983427,0.751485772594973,0.7131497973876691
OTTAZ,0.34981838188025866,1.8412010230896496,0.7722621410912819,0.7795474750343794
W0ZZR,0.3442372797915795,2.9945177948902346,0.6824281928131479,0.7065086833923413
QJ0BP,0.27044364676405797,0.9168492357082186,0.7447406108133314,0.7210597377182474
U0CHP,0.22896352725559113,6.1254602819078885,0.6838043432854335,0.8247174217849512
14UKF,0.36990169670888484,3.871541179006425,0.7825386298679009,0.8750159529064242
UWK90,0.44544941923266895,2.2704437733324623,0.6810515843554104,0.5648080061516932
2U1VD,0.35682450680629185,0.6617459342669479,0.7115433215757117,0.7043834965378746
SR4J8,0.5230765551094161,1.5024502154529296,0.6889546446876523,0.46930784608761134
R0OML,0.3462946082138899,0.936859374253196,0.7013418752951784,0.640380982554813
XCKAB,0.24393119607159147,4.074027052257289,0.7631624282254832,0.8656893037064397
EDUIU,0.2934779285095562,0.6765255183678514,0.688789598870295,0.6307505933631473
A9HCW,0.31865951910269324,1.5618628437822897,0.6739159804040217,0.5046027747580253
EAD2E,0.4252218856529493,1.0205344107867083,0.6903299663171951,0.6658717260890729
MYLSD,0.5129406127549225,4.360645061662751,0.6844532898915283,0.6860976809110355
HQE1Q,0.4103103101561901,1.8695613595444311,0.7384067092236087,0.5992318367720931
3QI5S,0.3321860274116738,0.80105936739682,0.7049875126061798,0.5922281426689939
BEGLQ,0.4408990052511823,3.5382736310641767,0.6850582275169179,0.5389119011720896
AJKUD,0.5078954193404994,3.0658206603259806,0.7084460447626989,0.7266314869726089
TU4VW,0.2507896913938424,7.379910019707255,0.724843067122266,0.7377687921212825
H449V,0.25785590080062476,0.7305751645288204,0.7254937733285707,0.5591888489703283
Q2W8L,0.3085057136999148,2.846594692734555,0.7849953599012347,0.7345051303200096
VCQO8,0.5803405547806589,3.58235730852146,0.719338846314097,0.7352760590669534
NPZQW,0.4478324504435377,1.887469151457804,0.6657163435694249,0.6601455661224976
LCF03,0.45867873958207056,4.5953828849591405,0.677883023174715,0.8177797913581153
BIG4F,0.49162035017674527,8.223756012881934,0.8018198618609194,0.7856236947491178
HFFJD,0.4184552494566912,1.7040521721105213,0.7714000441122879,0.6783971620614221
F7I4C,0.3173201551102234,0.8760239023550918,0.7166757672437991,0.5833001154349139
V7LG7,0.3080775817228781,1.0402429359451053,0.6975272848498891,0.5812798053679143
2MZGN,0.32727849510075635,0.762834350485493,0.7230530794335039,0.760448491505776
DCHH5,0.49712034293971374,6.957976941671136,0.7286133172902546,0.64495618407063
5QSO5,0.3973005683507984,4.811058055255687,0.774866649468043,0.8205450779549864
ZZCW3,0.4270214708276605,6.77589533959268,0.8004112050160672,0.8293525521169427
HRXY4,0.4728548061664015,4.547925448902811,0.719033809535245,0.8010828266232516
137K2,0.39039873651269347,1.9875249599163016,0.7531860196395794,0.8545303570612299
99MGS,0.42883900457086527,2.4704477602720116,0.7652766892701734,0.7741209759270098
866VA,0.24634614009135616,0.9201091263247089,0.7372922622859484,0.6835997227880583
D2JNN,0.41477809898473944,9.788081649133984,0.8054504618359669,0.8962624105997813
NXIUQ,0.26855534886730503,4.099385139117841,0.7842604366874779,0.7866551221956882
ZOGS6,0.5729575506553604,4.293734441330586,0.7320389405854458,0.7812343580254729
0PP80,0.2729595037357545,0.6412032779956649,0.7070002932661033,0.7110277029904478
IC9FM,0.5943433569236602,3.4128340315495165,0.6813404619561451,0.39123025553996793
MXTJ5,0.45251250139835913,3.163129329341647,0.6670909894183276,0.4596695642647756
SETLH,0.2643974301656002,0.515963113464038,0.7194579693103397,0.6521073343397189
M4V9H,0.5873136112088861,4.367176160606137,0.7246276232816576,0.653473605489883
GBITS,0.21829957669937172,2.673765502738112,0.6819157968794484,0.7651273442345853
DUZXB,0.5055771825098448,3.494387271960174,0.7682235344533461,0.8143564158251739
J77EZ,0.6369191089377825,10.38198049959237,0.8438013822873418,0.794892424565662
PD91I,0.29880936764819427,5.974593244397837,0.7857550255398515,0.8969271610772597
L7UTX,0.19733636556765294,11.066208872688676,0.9049014902286392,0.8519190036300976
HFPYX,0.5499681514674846,2.1535590325726592,0.6635162341185104,0.5867527157736099
7RNUF,0.35098802503655396,1.142520745863181,0.6962041169298598,0.6413453644231525
D7Z0W,0.44864933715457267,2.3130268069518394,0.7334941004135377,0.8047353180713761
HA1DH,0.3436594205109863,2.4508683373940836,0.711524893427721,0.7573615749049121
CZS3P,0.3027370253607032,1.27343259321614,0.7342218382135354,0.8256687235345354
6Q6XN,0.21883034848621297,5.026751921444497,0.8442302873313217,0.7827699419110377
I0PJL,0.5263471488814925,4.912414123809463,0.7405403839336226,0.8216555305239714
L69GJ,0.33364560036112495,1.2614708384990134,0.728539713290555,0.5338333708073869
QQEPL,0.34213931986637963,1.1602079884430492,0.7289439131444497,0.5863135879863922
Z5SQE,0.4142561444318608,3.4330409997635063,0.7147249414486797,0.5811815477212805
DH2BI,0.3024915281955887,0.5115004776578467,0.7153796152041703,0.7590730259871269
SPWXT,0.4101741774320747,1.4688913479451349,0.6787832053279225,0.573949706590333
DXX0Y,0.25634984830380836,0.48122828858468913,0.7234020830642379,0.7295517803958081
MATCB,0.3731899699039035,1.7647492980005708,0.688881284290457,0.5837095994671894
VWHW8,0.44894187581219347,1.2700713375119874,0.7251410337972966,0.687305588469857
9P90S,0.26477042256990235,1.6799426758870577,0.7449128446426848,0.7315831897125693
I038P,0.542958993768367,9.801369210484484,0.7634508880207806,0.818452320295739
HU4MV,0.42682376137985073,3.5371866030819867,0.6896421303779487,0.5889134372588135
IBQOW,0.2997444530510137,0.5444721644607042,0.7220740231938125,0.7198145891398183
FNCOP,0.3039190837027662,0.8594163380852349,0.7184811304325813,0.5735163730138558
I6MAY,0.3209652105562365,0.4584389449454969,0.6995874102263981,0.7428599787959586
R929E,0.5261431330750267,1.5634142791666013,0.6989165672016405,0.7943937245452413
V1KG5,0.44916529476783956,2.085189455241896,0.679287525057073,0.6367452319868798
AK0KP,0.3700887097935026,0.908506604148795,0.6894017466532557,0.7020446842551374
KBU1L,0.26603924575422416,1.2948765029065505,0.7257347009925863,0.4459373450034355
MDI6B,0.31698564333162516,0.7507544845366413,0.7096332664834626,0.691769691959194
YC4CP,0.3084759027949631,0.9072584695869044,0.693252146202437,0.6335842551833
BBKI6,0.4959207193298689,1.3863925832980764,0.693794971778855,0.7188239604531141
Z4NG4,0.33690253233483597,1.127489271022203,0.6897024129425582,0.5783343227569503
MEVVC,0.49478864035522646,10.676572205747583,0.7230620472829867,0.8893230040665592
E1LO2,0.37187135494426576,0.8665098934353965,0.6687850931083439,0.7257896479762165
44YB2,0.4960907678266738,1.308406922416346,0.684743343125589,0.6791881070619311
9QUIK,0.4374588429993218,1.6493430734011103,0.6774898565676478,0.8256864301651903
1XAVL,0.44933786858934804,3.981362117990806,0.8249405582061051,0.8278153854235843
DC03E,0.2861909529284936,1.2569274555663597,0.6913485367771675,0.68922658197957
P87VY,0.30784857843545327,2.080789828589685,0.6570926557707748,0.3939979746163343
1WKFF,0.3062657979180933,7.01801982075512,0.7545938936406256,0.6311314498665567
9JUZ1,0.43967254941638495,1.418384261781541,0.7205979238830179,0.5822772228808424
FPB2W,0.4162413858141359,3.147707392689897,0.7108605079533545,0.7046612790527486
V6O92,0.2924066096231917,1.526095145506819,0.6989595002107799,0.5640875909254024
8X46Z,0.38903354934823153,1.297241585353051,0.7134409473725255,0.5373576831800794
47ZAD,0.4155930646175468,4.931180081153148,0.783079049406283,0.8411112698383291
YJCSK,0.39460576446962237,0.7349138379895699,0.7174035141514306,0.6532574265088303
07ZMN,0.31718125033412764,1.6848825143955424,0.7219696151703723,0.7770913969150705
EOVH6,0.3675762649508631,0.9393041894135404,0.686768457853965,0.6990472136896348
093RS,0.4967501999084221,3.2538976644033633,0.7026842510125015,0.751341103001708
ALBRS,0.4986873145294469,4.703342086953376,0.8192831570106598,0.7966898664540838
88YX0,0.40631078184239255,1.686274270735873,0.6961429598602089,0.6080644639888925
LZV7U,0.5905562272101716,2.916692362602048,0.6989586490397685,0.6334286603036638
CK94B,0.5796934714622615,3.939979307910606,0.7799305104976527,0.6120740113598335
JCGCF,0.33056826717277465,4.9538102518696725,0.8338966003924891,0.7879820647821975
F3WE2,0.30280303576686496,1.0678595670685183,0.730696468419437,0.7919584131808717
EHU5O,0.4026681562000972,1.1243723099144212,0.6740457735859025,0.6801243502914451
2RJSL,0.6468216371551807,1.9543767056014152,0.7153931765456063,0.3881409090218627
BZHXL,0.5542870215054087,3.926851049039953,0.8442596938013791,0.8263518042841993
M33U9,0.6008770332118295,2.6668918744047976,0.6923438368204514,0.5158402941214222
U0PNS,0.3605950638083596,0.8906512219583781,0.7088321135418674,0.76914512190809
QK0L8,0.25422742806199056,3.0679596827191418,0.7324868902319741,0.6969307956990984
CQN7B,0.2878796084694153,1.7252359303727696,0.7053967700395929,0.5077813567174205
BO46G,0.558942996090983,6.301534162488982,0.7919186067515497,0.7797551712578034
PR941,0.19997210869901186,4.780985219483718,0.7032584550825911,0.8045199725011449
CUML2,0.27314204842869655,0.61132407826304,0.7196283707325083,0.7427775960911026
11VEI,0.47095239596275573,10.046835766976688,0.8155804373194535,0.8826124978138074
WMN0F,0.2885033363140437,1.220630461214448,0.6739472584541514,0.6665499667668402
NNHLG,0.37546705194245794,2.1165103188755774,0.68340169055428,0.46964008683757963
YV8YX,0.39789416160406993,5.15237464284193,0.7159323203109271,0.8162997689713863
LHJWI,0.5341643102725746,4.498003913955585,0.6401831026069533,0.7638346380817307
6IB5H,0.41760298310301786,11.025878218377711,0.6871932401132557,0.7168705123508013
BKOK3,0.413519520267997,0.941835358306827,0.7267814408984163,0.6520357202219229
ZQHO2,0.1307136023787937,4.4484214115680665,0.8032230233715634,0.7748580527788866
GITPG,0.29462161669566916,1.5038520646277982,0.7402676337483749,0.5602823722465097
YW1NP,0.46003255900057927,4.261598344397829,0.7819329264270442,0.555173089183297
JFUPA,0.4834139036187134,3.402803968405596,0.7836629538306988,0.8499962983975792
DJW6C,0.24571509274631734,0.656765725172812,0.7325464894807181,0.7751742971373028
1YEJJ,0.4211852914440104,8.650016108906671,0.7146915062790666,0.8880281099924917
JRDKW,0.3566816275904519,1.9253103110214105,0.7399875519843517,0.7199012379945803
PY2PD,0.3469892102086955,1.5389042840594365,0.6568900482981636,0.537372980268035
LWAK3,0.3183573540553864,1.0089115064628447,0.7194976469104958,0.6566321184511663
E7XBI,0.25925925353984586,0.6752216430803625,0.7064384550452854,0.7948809810053017
THPQC,0.4133457035437077,2.2190257807447034,0.6372177804077672,0.7101222715630907
2YLIX,0.44545412390627415,6.4976196170215825,0.8038787534532108,0.8121754181957953
PVNK7,0.25860884558790487,5.33277313008572,0.7784450594616632,0.7410972895609984
5GXMW,0.5417691800205644,1.8482448488458234,0.7050647059551207,0.744085691204571
